fecha,region,categoria,canal,cantidad,precio_unitario,metodo_pago,cliente_id,venta_total,descuento_porcentaje,descuento_monto,venta_neta,satisfaccion
2024-02-19,Araucanía,Deportes,E-commerce,6,49954.93348180526,Transferencia,3248,299729.60089083156,7.893524102222463,23659.22828781298,276070.3726030186,5.0
2024-12-25,Metropolitana,Electrónica,E-commerce,6,122735.32264666625,Tarjeta Crédito,4525,736411.9358799974,7.535010161057731,55488.71419579975,680923.2216841977,2.0
2024-01-02,Antofagasta,Deportes,Tienda Física,9,130737.06189516268,Tarjeta Débito,3449,1176633.5570564643,8.308870876937942,97764.96295054354,1078868.5941059208,5.0
2024-02-23,Araucanía,Alimentos,E-commerce,8,102586.18411185817,Efectivo,4533,820689.4728948653,7.697960578923642,63176.35209882296,757513.1207960424,5.0
2024-04-15,Valparaíso,Electrónica,E-commerce,8,11809.841249111758,Transferencia,1274,94478.72999289406,2.168112934508369,2048.4055653351743,92430.3244275589,3.0
2024-09-16,Valparaíso,Ropa,Tienda Física,1,87116.81762414715,Tarjeta Débito,1205,87116.81762414715,0.0,0.0,87116.81762414715,5.0
2024-11-05,Metropolitana,Alimentos,E-commerce,5,115677.76223960583,,4111,578388.8111980292,10.114364063015874,58500.3500643182,519888.461133711,2.0
2024-07-09,Valparaíso,Ropa,Telefónico,7,24792.936752119414,Tarjeta Débito,4344,173550.5572648359,9.401484472241325,16316.328692741836,157234.22857209406,2.0
2024-08-05,Metropolitana,Deportes,E-commerce,6,38157.258950767486,Tarjeta Débito,2723,228943.5537046049,10.124285513766562,23178.899042417685,205764.65466218724,5.0
2024-02-13,Araucanía,Deportes,E-commerce,5,132961.79023487977,Tarjeta Débito,1866,664808.9511743989,11.727136115004361,77963.05060895464,586845.9005654443,2.0
2024-06-10,Metropolitana,Hogar,Telefónico,8,7917.649668695735,Tarjeta Débito,1092,63341.19734956588,0.0,0.0,63341.19734956588,1.0
2024-07-20,Metropolitana,Hogar,E-commerce,3,114145.43498476651,Transferencia,2065,342436.3049542995,8.871305089711484,30378.569350430713,312057.73560386884,1.0
2024-09-26,Antofagasta,Deportes,Tienda Física,6,73697.12741459132,Tarjeta Crédito,4536,442182.7644875479,7.513076871421568,33221.53100812646,408961.23347942147,1.0
2024-12-16,Araucanía,Ropa,E-commerce,5,69781.96303174298,Transferencia,3426,348909.8151587149,6.6620053680874545,23244.3906156576,325665.4245430573,2.0
2024-10-30,Metropolitana,Electrónica,E-commerce,8,6028.99721175864,Tarjeta Débito,4178,48231.97769406912,2.847559346722106,1373.4341889363866,46858.54350513274,2.0
2024-09-27,Metropolitana,Electrónica,E-commerce,4,123812.74349014145,Transferencia,2351,495250.9739605658,8.494741195326256,42070.28850528269,453180.68545528315,5.0
2024-08-02,Metropolitana,Ropa,Tienda Física,8,57174.61059230214,Transferencia,3112,457396.8847384171,12.41806475246172,56799.84132255934,400597.04341585777,4.0
2024-09-08,Biobío,Deportes,E-commerce,2,83411.01653857873,Transferencia,1364,166822.03307715745,12.567049101114696,20964.606808284178,145857.42626887327,2.0
2024-07-08,Metropolitana,Alimentos,Tienda Física,9,103208.59951867061,Tarjeta Débito,1820,928877.3956680355,11.669053866842102,108391.20365742312,820486.1920106123,2.0
2024-10-22,Valparaíso,Ropa,Telefónico,9,106881.2885834978,Transferencia,2507,961931.5972514801,7.340281753068746,70608.48951005313,891323.1077414269,3.0
2024-07-31,Antofagasta,Electrónica,Tienda Física,6,143617.10852978047,Efectivo,4718,861702.6511786828,10.880862458546977,93760.6802764053,767941.9709022775,4.0
2024-07-26,Metropolitana,Hogar,Tienda Física,4,82044.29321930833,Tarjeta Débito,3029,328177.1728772333,10.70689661576848,35137.59061651716,293039.5822607161,1.0
2024-08-24,Antofagasta,Alimentos,Tienda Física,4,62959.334891292,Transferencia,2924,251837.339565168,9.842661981097255,24787.498075587584,227049.8414895804,2.0
2024-12-03,Antofagasta,Electrónica,Tienda Física,6,143287.02584129764,Efectivo,4095,859722.1550477858,10.499789863838643,90269.01969288256,769453.1353549033,1.0
2024-02-22,Metropolitana,Hogar,E-commerce,5,98105.98407870057,Transferencia,3587,490529.9203935028,9.91790632623668,48650.29800679097,441879.6223867118,4.0
2024-10-06,Antofagasta,Electrónica,Telefónico,6,48231.801660100566,Tarjeta Crédito,2085,289390.80996060336,10.654563660741083,30833.32807558673,258557.48188501663,5.0
2024-08-04,Valparaíso,Ropa,E-commerce,7,23337.31558351782,Transferencia,3538,163361.20908462472,12.155059546211287,19856.652239646857,143504.55684497787,5.0
2024-09-08,Antofagasta,Deportes,Tienda Física,7,127170.4027124513,Transferencia,2296,890192.8189871591,6.096281944034398,54268.66409100499,835924.1548961541,2.0
2024-07-06,Biobío,Hogar,Tienda Física,9,57516.332405151974,Tarjeta Crédito,3276,2995760.206307581,12.496257521490238,64686.501128377175,3727152.160645915,3.0
2024-02-10,Biobío,Ropa,E-commerce,8,100768.10959784251,Tarjeta Débito,2043,806144.8767827401,6.358861501275942,51261.63621424604,754883.2405684941,1.0
2024-06-05,Valparaíso,Ropa,Telefónico,6,73268.38080805523,Tarjeta Crédito,1002,439610.28484833136,5.666279984103747,24909.54957842247,414700.7352699089,2.0
2024-01-15,Araucanía,Deportes,Tienda Física,6,33844.818070280555,Tarjeta Débito,4492,203068.90842168333,14.760796862214676,29974.589062441428,173094.3193592419,3.0
2024-10-27,Araucanía,Electrónica,Tienda Física,5,92244.55824996743,Tarjeta Crédito,2753,461222.79124983714,14.569917688704415,67199.78104664625,394023.0102031909,1.0
2024-03-05,Valparaíso,Ropa,Tienda Física,1,13799.044997848936,Transferencia,1910,13799.044997848936,0.0,0.0,13799.044997848936,4.0
2024-12-10,Araucanía,Hogar,E-commerce,9,64934.65668132287,Transferencia,1306,584411.9101319058,5.60436544940564,32752.57917364407,551659.3309582617,5.0
2024-11-22,Metropolitana,Alimentos,E-commerce,9,84259.1662512323,Tarjeta Débito,3479,758332.4962610906,9.432534414749622,71529.97368805726,686802.5225730333,4.0
2024-01-09,Metropolitana,Ropa,Tienda Física,9,68226.81124719397,Tarjeta Débito,1135,614041.3012247457,6.862449382997747,42138.2734872489,571903.0277374968,1.0
2024-12-09,Metropolitana,Electrónica,Tienda Física,8,113557.46541139367,Efectivo,2932,908459.7232911494,9.85344897134418,89514.61525970795,818945.1080314415,2.0
2024-05-08,Metropolitana,Ropa,E-commerce,3,125049.1184090703,Efectivo,3562,375147.3552272109,13.301772429995873,49901.24746947182,325246.1077577391,2.0
2024-05-15,Metropolitana,Alimentos,Tienda Física,1,116830.24573481081,Transferencia,3240,116830.24573481081,14.506117747428902,16947.533010902192,99882.71272390863,2.0
2024-03-03,Antofagasta,Electrónica,Tienda Física,8,10627.877432711306,Transferencia,2608,85023.01946169045,0.0,0.0,85023.01946169045,5.0
2024-05-18,Metropolitana,Alimentos,E-commerce,7,33148.67171466597,Efectivo,2438,232040.7020026618,11.342526534515374,26319.27819552766,205721.42380713415,4.0
2024-03-21,Biobío,Electrónica,Tienda Física,5,82808.08884324727,Efectivo,1872,414040.44421623636,8.539056672118171,35355.14817711424,378685.2960391221,1.0
2024-06-11,Metropolitana,Ropa,Tienda Física,7,140549.19586435118,Tarjeta Débito,2141,983844.3710504582,11.033255656445984,108550.0647195501,875294.3063309081,1.0
2024-10-15,Antofagasta,Hogar,E-commerce,4,126068.73238255695,Tarjeta Crédito,1665,504274.9295302278,8.120013061084503,40947.190141629166,463327.7393885986,2.0
2024-09-17,Antofagasta,Alimentos,E-commerce,9,127167.50371101125,Tarjeta Débito,1208,1144507.533399101,14.098236408320604,161355.3777696442,983152.155629457,3.0
2024-08-18,Valparaíso,Hogar,E-commerce,2,48965.18809515286,Efectivo,1951,97930.37619030572,4.383026391852992,4292.314234062018,93638.0619562437,2.0
2024-02-10,Araucanía,Alimentos,E-commerce,9,67269.94507641188,Transferencia,2057,605429.5056877069,13.70400463105837,82968.08749723714,522461.41819046973,2.0
2024-01-28,Metropolitana,Alimentos,E-commerce,9,73252.36236081092,Efectivo,1648,659271.2612472982,10.58231750279661,69766.1780698808,589505.0831774174,4.0
2024-05-14,Araucanía,Ropa,E-commerce,5,27818.87958573701,Transferencia,2341,139094.39792868504,8.247989153803605,11472.490854706368,127621.90707397867,1.0
2024-07-19,Metropolitana,Alimentos,Tienda Física,1,9504.878885446165,Transferencia,3167,9504.878885446165,0.0,0.0,9504.878885446165,3.0
2024-11-23,Antofagasta,Alimentos,E-commerce,7,142300.92042177494,Transferencia,1626,996106.4429524245,7.9338967558297835,79030.05676201386,917076.3861904107,1.0
2024-09-24,Metropolitana,Electrónica,Telefónico,4,39903.32492120848,Transferencia,1524,159613.2996848339,5.334179947050595,8514.060624614182,151099.23906021973,5.0
2024-02-02,Biobío,Hogar,Tienda Física,9,39792.59103992654,Tarjeta Crédito,2604,358133.31935933884,13.158208510252953,47123.92890599191,311009.39045334695,4.0
2024-02-17,Araucanía,Deportes,Tienda Física,6,17089.962796470132,Efectivo,2868,102539.77677882079,9.50383213039008,9745.208251935836,92794.56852688495,5.0
2024-03-02,Metropolitana,Electrónica,Tienda Física,3,139633.6240318479,Tarjeta Débito,1768,418900.87209554366,8.251329284002644,34564.89033016205,384335.9817653816,1.0
2024-08-03,Metropolitana,Alimentos,Tienda Física,6,89061.88166626694,Transferencia,4160,534371.2899976016,9.711103549977539,51893.34931301786,482477.9406845838,1.0
2024-10-19,Metropolitana,Deportes,Tienda Física,6,101720.34428317631,Transferencia,3559,610322.0656990579,13.18737990454652,80485.48944501077,529836.5762540471,4.0
2024-04-08,Metropolitana,Electrónica,E-commerce,5,137178.64865314262,Tarjeta Débito,3094,685893.2432657131,6.246142077075212,42841.86647143555,643051.3767942776,3.0
2024-06-20,Biobío,Ropa,Telefónico,2,55114.92449061448,Tarjeta Débito,1771,110229.84898122896,13.576559882418273,14965.421455235779,95264.42752599319,2.0
2024-12-25,Metropolitana,Ropa,Tienda Física,2,95118.56011502219,Transferencia,1739,190237.12023004438,13.97508835108354,26585.80562870572,163651.31460133867,2.0
2024-08-01,Valparaíso,Ropa,Tienda Física,7,10625.920935688682,Tarjeta Débito,4763,74381.44654982077,0.0,0.0,74381.44654982077,3.0
2024-02-04,Metropolitana,Electrónica,Tienda Física,2,32082.016593513752,Tarjeta Débito,1521,64164.033187027504,0.0,0.0,64164.033187027504,2.0
2024-08-14,Araucanía,Electrónica,E-commerce,6,125530.64173804167,Tarjeta Crédito,4355,753183.85042825,14.467079150338883,108963.70378902495,644220.1466392251,3.0
2024-04-10,Metropolitana,Ropa,Tienda Física,5,116181.41166905868,Tarjeta Débito,2400,580907.0583452934,8.974879924226277,52135.710957845164,528771.3473874482,3.0
2024-05-10,Metropolitana,Alimentos,Tienda Física,4,55843.1902612863,Efectivo,4709,223372.7610451452,,16018.963210692576,207353.79783445262,2.0
2024-09-13,Metropolitana,Alimentos,Tienda Física,7,59637.54102726081,Efectivo,3181,417462.7871908257,8.736408184666985,36471.25310807821,380991.5340827475,2.0
2024-01-05,Valparaíso,Ropa,Tienda Física,8,82365.39286526902,Efectivo,4738,658923.1429221522,8.329120962314033,54882.50562266743,604040.6372994848,4.0
2024-08-05,Araucanía,Electrónica,Tienda Física,4,5034.94567934451,Transferencia,1247,20139.78271737804,0.0,0.0,20139.78271737804,4.0
2024-09-11,Valparaíso,Ropa,E-commerce,1,39980.42872551404,Efectivo,4723,39980.42872551404,4.6410839782379725,1855.525272010684,38124.90345350335,2.0
2024-12-24,Metropolitana,Electrónica,E-commerce,1,35193.61224819109,Tarjeta Crédito,2341,35193.61224819109,2.644026090783832,930.528290131467,34263.08395805963,3.0
2024-10-09,Araucanía,Deportes,E-commerce,1,41320.0272787157,Efectivo,3483,41320.0272787157,3.7690174188427243,1557.35902560536,39762.66825311034,4.0
2024-07-25,Araucanía,Alimentos,Tienda Física,1,121856.347167349,Transferencia,4247,121856.347167349,6.761539125028601,8239.364590050984,113616.98257729801,1.0
2024-01-15,Metropolitana,Alimentos,E-commerce,5,45552.70919923426,Tarjeta Crédito,2858,227763.5459961713,11.07266670101488,25219.49831456877,202544.04768160253,4.0
2024-12-11,Araucanía,Deportes,E-commerce,4,32770.591697271484,Efectivo,1685,131082.36678908594,9.76624160508629,12801.820642287525,118280.54614679841,3.0
2024-02-11,Antofagasta,Electrónica,Tienda Física,9,78118.20181498957,Tarjeta Crédito,1585,703063.8163349062,13.657009923240036,96017.49516356822,607046.321171338,4.0
2024-06-27,Metropolitana,Alimentos,E-commerce,3,130518.53027404613,Tarjeta Crédito,3398,391555.5908221384,5.321095804820582,20835.048116777252,370720.54270536115,2.0
2024-03-03,Araucanía,Hogar,Tienda Física,7,39995.70705643748,Transferencia,1142,279969.94939506234,11.438679275551262,32024.864579224355,247945.084815838,5.0
2024-12-17,Biobío,Deportes,E-commerce,8,16387.75520495581,Transferencia,1966,131102.0416396465,12.629488785115612,16557.51764593675,114544.52399370974,5.0
2024-08-18,Valparaíso,Hogar,Tienda Física,6,56678.68669820138,Tarjeta Crédito,3851,340072.1201892083,12.59486569188307,42831.62679336996,297240.49339583836,5.0
2024-08-28,Metropolitana,Alimentos,Telefónico,1,113409.51456192178,Efectivo,4469,113409.51456192178,13.860739670955251,15719.397575522065,97690.11698639972,1.0
2024-02-21,Metropolitana,Alimentos,Tienda Física,8,84850.12898074521,Transferencia,4695,678801.0318459617,12.29033742829494,83426.93728061648,595374.0945653452,2.0
2024-04-05,Araucanía,Electrónica,E-commerce,3,123435.03858828038,Tarjeta Crédito,1717,370305.11576484115,14.278100616476962,52872.53701686551,317432.57874797564,1.0
2024-08-09,Antofagasta,Hogar,E-commerce,8,144140.86140333893,Tarjeta Débito,1642,1153126.8912267115,8.326565998208915,96015.87164108685,1057111.0195856246,5.0
2024-08-18,Biobío,Alimentos,E-commerce,4,119936.05912898447,Tarjeta Débito,4440,479744.2365159379,10.032094167515432,48128.39357050684,431615.84294543107,3.0
2024-08-24,Valparaíso,Ropa,Tienda Física,8,92551.44643234424,Transferencia,3548,740411.5714587539,5.1407966328289065,38063.05313462721,702348.5183241267,3.0
2024-05-22,Biobío,Hogar,Tienda Física,1,76534.53026759517,Efectivo,4693,76534.53026759517,0.0,0.0,76534.53026759517,
2024-06-19,Biobío,Electrónica,E-commerce,3,10810.017520498666,Tarjeta Débito,1369,32430.052561496,2.1965163616399845,712.3314106017065,31717.721150894293,4.0
2024-01-29,Valparaíso,Electrónica,Tienda Física,6,147726.68692803598,Tarjeta Débito,4650,886360.1215682159,,44934.69887120747,841425.4226970085,3.0
2024-02-05,Metropolitana,Alimentos,Tienda Física,9,60604.76277338117,Tarjeta Débito,4453,545442.8649604305,7.401266204515199,40369.678429255815,505073.1865311747,2.0
2024-01-13,Araucanía,Ropa,E-commerce,2,27073.091017945688,Efectivo,2109,54146.182035891376,3.730410782864465,2019.8750131763138,52126.30702271506,2.0
2024-06-08,Valparaíso,Electrónica,E-commerce,1,101672.78403248623,Efectivo,1786,101672.78403248623,6.008071971390852,6108.574039988559,95564.20999249768,3.0
2024-11-22,Araucanía,Hogar,Tienda Física,3,46221.8019188416,Transferencia,3786,138665.4057565248,7.602113679357537,10541.501779553404,128123.90397697139,4.0
2024-07-05,Metropolitana,Hogar,Tienda Física,4,89937.84928500191,Transferencia,2483,359751.39714000764,6.770432945283974,24356.72711308647,335394.6700269212,3.0
2024-08-30,Metropolitana,Electrónica,Tienda Física,5,90081.34663746573,Tarjeta Débito,1949,450406.7331873287,5.285200248386483,23804.897781166135,426601.83540616254,3.0
2024-03-26,Metropolitana,Hogar,E-commerce,3,69630.82403091603,Efectivo,2348,208892.4720927481,14.093041464060494,29439.302707331983,179453.1693854161,3.0
2024-10-10,Valparaíso,Hogar,E-commerce,2,126237.19925403118,Tarjeta Crédito,1521,2521361.6002575313,5.082231313888915,12831.332940529433,1366964.099523421,2.0
2024-03-06,Antofagasta,Hogar,E-commerce,2,43420.22392553924,Tarjeta Débito,3536,86840.44785107848,1.0240076246958347,889.2528073150538,85951.19504376342,1.0
2024-06-18,Metropolitana,Alimentos,Telefónico,7,70051.72578457146,Transferencia,2952,490362.0804920002,12.360821443370854,60612.78119561461,429749.2992963856,5.0
2024-02-14,Araucanía,Electrónica,Tienda Física,9,82965.35864569087,Efectivo,3444,746688.2278112178,6.521478869195166,48695.114995476426,697993.1128157413,1.0
2024-03-02,Valparaíso,Ropa,Tienda Física,2,101225.58451125845,Transferencia,3943,202451.1690225169,14.122296219996,28590.753790204617,173860.41523231228,2.0
2024-05-13,Araucanía,Ropa,Tienda Física,7,118675.91832331047,Transferencia,1354,830731.4282631733,13.927959395898858,115703.93601746544,715027.4922457079,2.0
2024-10-10,Metropolitana,Ropa,Tienda Física,7,62247.05601734713,Efectivo,1946,435729.3921214299,11.539011463692574,50278.86450756977,385450.52761386015,2.0
2024-01-28,Araucanía,Ropa,Telefónico,7,98676.80689400643,Tarjeta Débito,3335,690737.648258045,11.722341498006053,80970.62598410388,609767.0222739411,2.0
2024-04-17,Araucanía,Ropa,E-commerce,3,26838.588194935273,Efectivo,2482,80515.76458480582,1.855323674017657,1493.8280416582268,79021.93654314759,5.0
2024-02-13,Metropolitana,Alimentos,Tienda Física,7,140233.9745786594,Tarjeta Débito,2647,981637.8220506158,5.053391419696886,49606.0014720052,932031.8205786106,2.0
2024-12-05,Metropolitana,Ropa,Tienda Física,1,60543.52693104551,Transferencia,4045,60543.52693104551,0.0,0.0,60543.52693104551,4.0
2024-10-12,Araucanía,Ropa,E-commerce,1,110780.60618658358,Efectivo,1535,110780.60618658358,14.848715661136021,16449.497220328656,94331.10896625492,4.0
