fecha,categoria,zona,ticket_promedio,edad_cliente,ingreso_anual
2025-02-13,Bebidas,Centro,121.77540090698892,50,44938.90775517372
2025-02-13,Electrónica,Centro,50.0,18,15000.0
2025-02-14,Electrónica,Norte,50.0,20,20305.753820762562
2025-02-14,Bebidas,Centro,88.78615096552623,35,24723.726747743676
2025-02-14,Bebidas,Norte,50.0,23,25142.299801141802
2025-02-14,Electrónica,Centro,312.8511073188918,68,57216.55133267721
2025-02-15,Alimentos,Centro,94.00631202248087,33,30010.34728699759
2025-02-15,Hogar,Centro,147.4670415018931,23,15900.189228548767
2025-02-15,Electrónica,Centro,202.74449790772695,57,52648.56656006825
2025-02-15,Hogar,Centro,202.36074835588968,51,59340.813626484276
2025-02-16,Alimentos,Norte,72.77096404082997,50,28676.690999408587
2025-02-16,Alimentos,Sur,305.6649723345773,69,63054.42225702687
2025-02-16,Hogar,Sur,50.0,34,26402.570440525018
2025-02-17,Electrónica,Centro,147.35736816469546,19,15000.0
2025-02-17,Electrónica,Centro,220.921518702151,36,51391.56683689503
2025-02-17,Hogar,Norte,159.03779862399568,29,24368.255769336552
2025-02-17,Electrónica,Sur,291.85145564396674,65,48808.87401886813
2025-02-18,Alimentos,Norte,109.9682526672898,61,45252.476743418076
2025-02-18,Alimentos,Centro,50.0,43,33620.66207194673
2025-02-18,Alimentos,Centro,109.01224907137058,53,35648.89725904649
2025-02-19,Electrónica,Centro,50.0,18,28723.84122722361
2025-02-19,Hogar,Sur,267.5934034303175,63,56854.39621914654
2025-02-20,Bebidas,Sur,154.11378656608784,27,21756.695838394975
2025-02-20,Alimentos,Norte,182.10486533377443,68,48320.02807601148
2025-02-21,Electrónica,Norte,146.0441843286951,60,49197.259698155896
2025-02-22,Electrónica,Norte,170.8580808488013,48,50729.636717430345
2025-02-23,Bebidas,Centro,269.04939068654755,40,35573.80369537682
2025-02-23,Hogar,Centro,123.8462747559355,48,37814.19746646554
2025-02-23,Electrónica,Sur,121.23551742338822,24,24981.440359653752
2025-02-24,Alimentos,Centro,145.29458825710984,28,16529.683030906206
2025-02-24,Bebidas,Centro,50.0,18,15000.0
2025-02-25,Alimentos,Norte,50.0,25,15000.0
2025-02-25,Electrónica,Centro,159.9683412583845,53,33021.40804239819
2025-02-25,Bebidas,Norte,161.0038723130202,38,21594.836855207803
2025-02-25,Electrónica,Sur,50.0,19,15000.0
2025-02-25,Alimentos,Norte,366.74292582664634,57,39676.45668592852
2025-02-25,Hogar,Norte,64.8208090129264,29,25079.41040696985
2025-02-27,Hogar,Sur,56.277153894409615,21,15000.0
2025-02-27,Alimentos,Norte,50.0,25,18478.53390699692
2025-02-28,Bebidas,Centro,50.0,32,18163.5991011518
2025-03-01,Alimentos,Sur,50.0,18,17062.895412620855
2025-03-01,Alimentos,Norte,50.0,34,30017.265828265718
2025-03-02,Electrónica,Norte,76.78632655571602,46,28106.02840870602
2025-03-02,Alimentos,Centro,242.01491268151878,68,47107.801960342804
2025-03-02,Bebidas,Sur,50.0,24,22747.32240600921
2025-03-03,Alimentos,Sur,199.154318174079,57,46011.000341114224
2025-03-04,Bebidas,Centro,307.54858859722776,43,42076.13033427584
2025-03-04,Bebidas,Sur,126.40384435668393,57,46638.234428626296
2025-03-04,Alimentos,Norte,102.42912357823221,60,29459.518432956324
2025-03-04,Electrónica,Sur,210.19356174439676,59,44924.00187219648
2025-03-04,Hogar,Norte,138.78319977170042,38,33601.12753277053
2025-03-05,Alimentos,Centro,73.74202420478274,28,26346.39453921838
2025-03-06,Hogar,Centro,206.00176945870436,66,50276.060851701935
2025-03-06,Hogar,Norte,213.509748169433,45,43165.356061806466
2025-03-07,Alimentos,Centro,326.014633837057,59,52672.406406017995
2025-03-07,Alimentos,Norte,203.25107946386467,58,42855.44356426802
2025-03-08,Alimentos,Sur,50.0,19,23436.51022296632
2025-03-08,Bebidas,Sur,72.01806175776812,59,35126.80108256873
2025-03-08,Alimentos,Norte,254.60544548100077,64,56656.287810326234
2025-03-09,Alimentos,Sur,50.0,26,20636.27164939786
2025-03-09,Electrónica,Sur,216.47316070389462,56,53896.86449897189
2025-03-10,Bebidas,Centro,137.02986201246028,36,22719.23400932977
2025-03-10,Electrónica,Sur,270.52107078856807,31,34768.448830804664
2025-03-10,Alimentos,Centro,50.0,25,15816.239850764208
2025-03-11,Alimentos,Centro,177.12677944051373,36,33298.49903110686
2025-03-11,Electrónica,Sur,292.5552353045467,52,52262.699078203725
2025-03-12,Alimentos,Centro,241.32998309366243,57,55182.19432127483
2025-03-12,Hogar,Sur,60.83732364492057,29,15000.0
2025-03-12,Electrónica,Centro,50.0,42,42090.09387653054
2025-03-13,Electrónica,Centro,126.74256582339649,50,45452.53578704264
2025-03-13,Alimentos,Centro,238.86541218108943,59,62253.110916382546
2025-03-14,Alimentos,Centro,73.70730646806324,21,18803.101135947567
2025-03-14,Electrónica,Centro,73.48736374568614,61,41409.16980715918
2025-03-16,Electrónica,Sur,266.465774083746,47,53602.859562286736
2025-03-16,Electrónica,Centro,325.67993197893105,61,40524.84824428221
2025-03-16,Electrónica,Norte,176.60003357088658,18,15000.0
2025-03-18,Hogar,Sur,335.460621640545,50,53121.39563110843
2025-03-18,Bebidas,Norte,50.0,38,32221.72153932409
2025-03-19,Hogar,Sur,130.18123010858457,23,15000.0
2025-03-19,Electrónica,Sur,189.2464488673874,48,42298.38890810155
2025-03-19,Hogar,Sur,202.50653320826876,64,42034.188454379124
2025-03-20,Alimentos,Sur,166.8672355955942,62,54272.82823762442
2025-03-20,Hogar,Norte,50.0,21,23502.14318983066
2025-03-22,Alimentos,Centro,243.02203284699772,28,35551.54560496908
2025-03-22,Electrónica,Norte,190.02371280513955,38,29453.896677176013
2025-03-23,Hogar,Norte,171.51177214491963,40,40817.38447510178
2025-03-23,Electrónica,Norte,161.4164558442158,41,35052.524740958266
2025-03-23,Electrónica,Norte,126.69764851511783,32,24261.20023537924
2025-03-24,Electrónica,Centro,62.70186083148657,62,41821.177581083684
2025-03-24,Electrónica,Centro,50.0,40,37129.70674678635
2025-03-24,Alimentos,Centro,189.0937352493808,59,39123.932620077874
2025-03-25,Bebidas,Centro,151.1889682616808,39,32182.38708863491
2025-03-25,Hogar,Sur,50.0,36,32639.898157077576
2025-03-25,Electrónica,Centro,240.28492079831227,64,68001.08989796932
2025-03-26,Bebidas,Sur,56.18158351068115,25,15000.0
2025-03-26,Alimentos,Norte,266.43587982016265,37,40787.81877474292
2025-03-27,Electrónica,Sur,232.6466626756444,69,55420.10519767918
2025-03-27,Bebidas,Sur,121.36989853791961,55,45061.04470474711
2025-03-27,Electrónica,Centro,195.3143833756081,24,24347.31808736595
2025-03-27,Electrónica,Sur,65.07625253859547,65,52127.00505093064
2025-03-27,Alimentos,Centro,264.11697735053747,46,42370.279763917875
2025-03-27,Electrónica,Sur,196.919038375039,59,45122.02360885535
2025-03-28,Bebidas,Norte,171.4757575418118,24,24052.707797983006
2025-03-28,Alimentos,Sur,98.16990267731524,50,40950.33429409275
2025-03-28,Hogar,Centro,198.68526743975374,37,16783.98661138103
2025-03-29,Electrónica,Sur,121.1418926342913,32,15050.601662199353
2025-03-29,Electrónica,Norte,317.8153814189389,66,56598.52998645597
2025-03-29,Hogar,Norte,219.06298721617011,54,51982.579388927916
2025-03-30,Electrónica,Centro,101.02996755703067,24,23070.361769044262
2025-03-30,Electrónica,Sur,208.09489676485282,65,51358.06613263007
2025-03-30,Hogar,Centro,50.0,21,15000.0
2025-03-30,Electrónica,Norte,280.79179004363993,61,62150.67519787477
2025-03-30,Electrónica,Sur,62.97006251175961,37,28873.982814473195
2025-03-31,Bebidas,Sur,171.48849785104065,37,35455.32510189501
2025-03-31,Alimentos,Centro,250.432351245174,56,41485.06426136998
2025-03-31,Bebidas,Sur,168.7349570322415,68,39918.67380247873
2025-03-31,Bebidas,Norte,119.2943395751875,45,34924.22373678506
2025-04-01,Bebidas,Centro,163.0453467819677,44,25029.975967973733
2025-04-02,Electrónica,Norte,414.4522194295667,66,54185.331915760726
2025-04-02,Electrónica,Norte,86.31301816798613,40,26775.459146534242
2025-04-02,Electrónica,Norte,128.67786608654845,51,32751.319702142064
2025-04-03,Electrónica,Sur,254.99028757704693,65,49195.8030563314
2025-04-04,Alimentos,Norte,50.0,23,21284.70084246603
2025-04-04,Electrónica,Centro,52.7817223942092,49,23564.014868937596
2025-04-05,Hogar,Norte,417.0131934382502,65,58543.18600845111
2025-04-05,Hogar,Centro,123.36748009069814,37,19896.02129282397
2025-04-05,Electrónica,Sur,274.78006805140626,63,59819.82209713218
2025-04-05,Alimentos,Norte,125.0501944219159,33,18247.755298415206
2025-04-05,Hogar,Centro,50.0,18,15000.0
2025-04-06,Alimentos,Sur,124.37448955824019,38,17146.489369807863
2025-04-06,Alimentos,Norte,50.31224950705165,20,23635.72981085995
2025-04-06,Hogar,Centro,118.17374443489865,25,15000.0
2025-04-06,Bebidas,Norte,292.4080953753298,60,55266.095268215315
2025-04-07,Bebidas,Norte,50.0,24,17764.546383530258
2025-04-07,Hogar,Sur,93.48058241613379,29,25327.44047760797
2025-04-07,Electrónica,Centro,171.64716865046262,53,40021.726656615385
2025-04-07,Alimentos,Sur,312.67490192436344,37,29801.06039111624
2025-04-07,Electrónica,Norte,249.345296099281,66,60393.8467839912
2025-04-08,Bebidas,Norte,144.3910847634059,65,57029.60795307223
2025-04-08,Bebidas,Centro,181.76365926962674,42,41390.43506839453
2025-04-10,Electrónica,Sur,50.0,46,26022.8345337985
2025-04-11,Bebidas,Norte,226.58588821487066,42,35033.44917554589
2025-04-12,Hogar,Centro,68.16173996538342,37,27206.88395147603
2025-04-12,Bebidas,Sur,149.77061508045776,42,29581.244031240774
2025-04-13,Electrónica,Sur,259.8848179885349,51,50619.68718720799
2025-04-13,Alimentos,Norte,110.45461082922694,40,35831.87728406342
2025-04-13,Alimentos,Sur,96.9418497788923,41,36380.41377766991
2025-04-14,Hogar,Norte,119.25519751891368,60,43197.79115809784
2025-04-14,Electrónica,Centro,150.26482396777374,23,20421.32908533764
2025-04-15,Bebidas,Sur,186.43117099801503,21,20578.75586788164
2025-04-15,Bebidas,Sur,50.0,27,15000.0
2025-04-16,Hogar,Sur,210.5706057511719,32,24709.858851196357
2025-04-16,Hogar,Sur,225.10496240544566,43,28977.232436838214
2025-04-16,Hogar,Sur,79.62842068716043,19,15000.0
2025-04-16,Electrónica,Norte,78.04585409613699,49,33727.07560070563
2025-04-16,Alimentos,Centro,259.87530322550214,69,51724.48619458711
2025-04-16,Electrónica,Sur,136.5693046440446,19,32415.540101048093
2025-04-17,Bebidas,Sur,214.62305348010716,26,23115.819711052092
2025-04-17,Bebidas,Norte,273.70892632836535,46,48028.774140676316
2025-04-17,Hogar,Norte,117.31896603971165,52,40038.02053744385
2025-04-18,Electrónica,Sur,220.1856025721193,45,37277.459605204895
2025-04-18,Alimentos,Norte,281.0581598602174,68,59729.268165750385
2025-04-18,Alimentos,Centro,230.6134387378947,58,42839.95424273977
2025-04-18,Hogar,Norte,200.06403009736414,46,38267.467424555456
2025-04-18,Bebidas,Norte,77.64363252400341,66,48613.19063133101
2025-04-19,Alimentos,Centro,63.873674841402575,21,21444.28854134346
2025-04-19,Electrónica,Norte,113.25049703259725,44,40913.421826456295
2025-04-19,Electrónica,Norte,117.07066046821835,19,15000.0
2025-04-19,Electrónica,Centro,53.06613000115179,40,20777.991188173157
2025-04-19,Electrónica,Centro,57.893308731559266,24,22397.443353350034
2025-04-20,Electrónica,Centro,281.32726477977593,66,59931.66844937459
2025-04-20,Hogar,Norte,210.96665368075392,61,47611.28046631887
2025-04-20,Alimentos,Norte,170.82278927944367,53,43493.802652222985
2025-04-21,Electrónica,Sur,242.06966644372284,44,44539.59664216559
2025-04-21,Alimentos,Norte,256.48933818641876,45,30927.555768098064
2025-04-21,Electrónica,Sur,51.3038607367164,45,25858.705446292824
2025-04-22,Electrónica,Sur,272.9583464700199,60,47050.46579573933
2025-04-22,Electrónica,Sur,191.0138642432053,30,22578.848960096562
2025-04-22,Electrónica,Centro,283.55617608177226,31,39063.77239305329
2025-04-22,Electrónica,Centro,269.30005370549463,69,66137.74738615614
2025-04-22,Electrónica,Sur,75.47771041279617,27,27474.304421667337
2025-04-23,Hogar,Norte,51.52419136214162,19,26729.510750077105
2025-04-23,Alimentos,Norte,159.7294394127306,48,43396.81860990872
2025-04-24,Bebidas,Centro,113.90508031968902,67,39905.807050763775
2025-04-24,Bebidas,Centro,341.1213727555457,57,38777.05561419729
2025-04-24,Electrónica,Sur,162.39962955561867,21,15000.0
2025-04-24,Bebidas,Sur,119.97680122087303,31,33048.71618832336
2025-04-25,Electrónica,Centro,195.10303868052972,42,30722.22341166772
2025-04-25,Hogar,Sur,50.0,21,15000.0
2025-04-26,Bebidas,Sur,50.0,34,21158.11885849914
2025-04-26,Alimentos,Sur,50.0,22,21482.00401301478
2025-04-26,Alimentos,Centro,307.14465980354976,46,45013.55422902604
2025-04-26,Electrónica,Sur,198.47346840727246,65,50263.260578561945
2025-04-26,Alimentos,Norte,57.354662958511845,20,17523.308414464227
2025-04-27,Hogar,Norte,260.3598232793946,67,58737.825483660024
2025-04-27,Hogar,Centro,160.6321311210388,36,42796.126957154665
2025-04-28,Bebidas,Norte,461.1823306815121,63,67752.92560415683
2025-04-28,Alimentos,Centro,180.9483132200107,32,29514.982245958403
2025-04-28,Hogar,Sur,84.19840336593128,60,42251.0545621151
2025-04-29,Alimentos,Sur,132.36212221601377,47,34250.90528754623
2025-04-29,Bebidas,Sur,313.13862159333684,67,56000.89560006324
2025-04-29,Electrónica,Sur,124.60576353058462,66,51244.71403767138
2025-04-29,Alimentos,Norte,88.16026129047506,47,37233.41527446442
2025-04-29,Alimentos,Sur,93.50368429130666,38,34597.320646867185
2025-04-30,Bebidas,Sur,119.87979640400481,25,23472.760211805184
2025-04-30,Electrónica,Centro,50.0,23,22112.70187480619
2025-05-01,Alimentos,Centro,129.70664235219897,35,19312.78862903609
2025-05-01,Bebidas,Sur,177.7550151582434,50,41412.22678645238
2025-05-01,Hogar,Centro,67.21616216632623,21,24275.00869167184
2025-05-02,Hogar,Sur,203.01728701327957,30,36124.51989973821
2025-05-02,Bebidas,Norte,130.0173764863437,27,32276.786556138635
2025-05-03,Hogar,Norte,76.89439309203448,20,23516.361835959426
2025-05-04,Electrónica,Norte,102.69635824533873,34,25463.957117814203
2025-05-04,Alimentos,Norte,50.0,27,22831.01679807078
2025-05-04,Alimentos,Sur,50.0,32,15000.0
2025-05-04,Electrónica,Norte,248.600644587763,59,35733.55606837
2025-05-04,Electrónica,Sur,50.0,36,29145.56965895773
2025-05-04,Bebidas,Sur,163.77978992178672,20,15000.0
2025-05-05,Alimentos,Norte,225.82240411400085,43,27872.09808111171
2025-05-05,Bebidas,Sur,50.0,39,39652.67948241428
2025-05-05,Bebidas,Centro,166.3019563159346,55,39234.79170839965
2025-05-05,Alimentos,Sur,315.35927324793215,67,64094.58102156764
2025-05-06,Bebidas,Norte,81.64958926885524,21,25879.845221229818
2025-05-06,Electrónica,Sur,169.44100924424276,47,28875.505654939967
2025-05-06,Bebidas,Sur,143.90766348322813,58,48075.56074888576
2025-05-07,Electrónica,Centro,50.0,23,15000.0
2025-05-07,Bebidas,Sur,82.59379939126,22,15000.0
2025-05-07,Bebidas,Sur,206.86221394696332,61,49047.62657492533
2025-05-07,Hogar,Centro,194.2840717864185,51,36901.48727182948
2025-05-08,Bebidas,Centro,50.0,23,21121.45350813698
2025-05-08,Alimentos,Centro,231.67570255080963,35,34981.284244300696
2025-05-08,Bebidas,Centro,217.2043433015595,59,48658.72539672401
2025-05-09,Alimentos,Norte,50.0,21,15000.0
2025-05-10,Hogar,Sur,141.83577222462367,26,15000.0
2025-05-11,Bebidas,Norte,243.35653038145733,67,53156.1455743588
2025-05-11,Alimentos,Sur,50.0,27,24240.089297622893
2025-05-11,Hogar,Norte,309.0683372732749,55,42580.97167961138
2025-05-11,Hogar,Sur,115.77354186266936,67,56694.91514352389
2025-05-11,Bebidas,Norte,58.38562879099723,26,18683.77237913667
2025-05-11,Bebidas,Sur,199.5249191989759,53,39521.31485600165
2025-05-12,Electrónica,Sur,251.68126481861427,64,52718.24292937969
2025-05-12,Electrónica,Norte,72.56120097464708,37,39036.9972564696
2025-05-12,Hogar,Norte,121.56238136831229,64,57481.883173658396
2025-05-13,Hogar,Sur,210.28666902815144,51,48875.19866244123
2025-05-13,Hogar,Sur,258.774986928092,52,49013.42933248757
2025-05-13,Hogar,Sur,203.97558307852756,35,17842.89591658995
2025-05-13,Electrónica,Sur,199.06300416915843,68,46402.008085373294
2025-05-14,Bebidas,Sur,58.92756109352702,34,22557.881611024626
2025-05-14,Hogar,Centro,112.33772549111914,23,15000.0
2025-05-15,Hogar,Centro,109.65632699899096,36,37251.66545331599
2025-05-15,Alimentos,Sur,156.66559036327783,35,21119.540706681888
2025-05-15,Bebidas,Centro,183.41928265205482,49,43168.43604724934
2025-05-15,Hogar,Norte,129.55096823326375,60,44242.227032093426
2025-05-16,Alimentos,Norte,50.0,30,22097.121297548576
2025-05-16,Bebidas,Centro,81.47317115799589,18,15000.0
2025-05-16,Alimentos,Norte,106.16746758338508,25,25270.100031088274
2025-05-17,Hogar,Centro,50.0,43,43307.795352892106
2025-05-17,Bebidas,Centro,208.24198602665686,53,43051.50034870013
2025-05-17,Electrónica,Centro,76.25705432379308,45,43445.885195884846
2025-05-17,Alimentos,Norte,157.45757988408744,50,43265.621315361226
2025-05-17,Alimentos,Norte,111.36816138668739,19,18999.337471792795
2025-05-18,Hogar,Centro,331.2098069463236,57,43938.141482442195
2025-05-19,Alimentos,Centro,125.70490025918112,37,27029.124674447612
2025-05-19,Alimentos,Norte,68.79728263656516,25,15000.0
2025-05-19,Bebidas,Sur,167.02917979446926,65,59414.57758819541
2025-05-19,Electrónica,Norte,155.96791247609255,22,15000.0
2025-05-19,Bebidas,Centro,50.0,27,34835.20607762733
2025-05-21,Electrónica,Sur,335.5568583055506,57,57858.97593135768
2025-05-21,Alimentos,Norte,123.11268893059638,38,28627.89009314902
2025-05-23,Bebidas,Centro,358.6890367797631,54,50182.03657983467
2025-05-23,Bebidas,Norte,64.87468182934899,19,17017.32370266757
2025-05-23,Hogar,Norte,50.0,26,27507.645001196186
2025-05-23,Hogar,Norte,70.34068602626317,47,34464.7277651887
2025-05-23,Hogar,Norte,50.0,32,24412.568030174618
2025-05-23,Bebidas,Centro,50.0,24,23223.630133275015
2025-05-23,Bebidas,Sur,327.4220684068887,34,35579.736374767206
2025-05-24,Hogar,Norte,50.34092324782989,58,61317.85105311053
2025-05-24,Bebidas,Norte,419.9537335666388,69,62487.2460797364
2025-05-25,Bebidas,Norte,193.84090832497083,61,54809.847517337745
2025-05-25,Alimentos,Sur,227.92859544724058,55,53871.041710862504
2025-05-25,Hogar,Sur,50.0,29,15000.0
2025-05-25,Bebidas,Centro,306.08398822321203,68,57926.91294493334
2025-05-26,Alimentos,Centro,131.09559224615145,47,21284.088986086223
2025-05-26,Alimentos,Norte,178.22628777698816,48,37074.52814298467
2025-05-26,Hogar,Sur,76.33945674809135,18,15304.52943162591
2025-05-27,Bebidas,Norte,246.31262220779828,35,30588.958294094897
2025-05-27,Alimentos,Sur,50.0,64,43493.13114196698
2025-05-29,Alimentos,Sur,50.0,28,23852.980929992824
2025-05-29,Alimentos,Sur,130.09700472485582,59,30118.482051308845
2025-05-29,Bebidas,Norte,103.39148102277548,23,15000.0
2025-05-30,Alimentos,Sur,270.66478869330047,55,50565.471223975874
2025-05-30,Alimentos,Centro,50.0,50,32422.489259970793
2025-05-30,Hogar,Sur,105.81756632562694,44,42287.296700291816
2025-05-31,Electrónica,Sur,103.35363602781086,66,56773.178438950265
2025-05-31,Electrónica,Sur,132.2014726490658,45,34783.54019805335
2025-06-01,Bebidas,Sur,79.69689689123314,38,32412.344276554515
2025-06-01,Alimentos,Centro,50.0,26,19494.25307748439
2025-06-01,Electrónica,Sur,108.9514709325804,33,17829.97365401913
2025-06-02,Hogar,Norte,252.35443029773552,65,48712.9485308362
2025-06-02,Alimentos,Centro,50.0,23,15000.0
2025-06-03,Hogar,Centro,113.24283548181413,48,35701.87418453989
2025-06-03,Alimentos,Sur,59.79854937576045,58,28931.378474328158
2025-06-03,Alimentos,Norte,202.00924932861804,32,18403.833836541533
2025-06-03,Hogar,Centro,223.73912317948327,49,38926.623961059515
